ㅎㅏㄹㅜ	h a ɾ u
ㄱㅘㄴㅅㅔ	k w a n sʰ e
ㅇㅏㅇㅣㄴㅅㅠㅌㅏㅇㅣㄴㅠㅁ	a i n ɕʰ u tʰ a i ɲ j u m
ㅍㅔㄹㅡㅅㅣㅇㅏ	pʰ e ɾ ɯ ɕʰ i a
ㅇㅜㅅㅓㄴ	u sʰ ʌ n
ㅈㅓㅇㄱㅘㄴㅅㅏ	t͡ɕ ɘ ŋ ɡ w a n sʰ a
ㅇㅏㄴㅏㅌㅔㅁㅏ	a n a tʰ e m a
ㄱㅗㅇㅛㅎㅏㄷㅏ	k o j o ɦ a d a
ㅁㅕㄴㅇㅕㄱ	m j ɘ ɲ j ʌ k̚
ㄱㅘㄴㅅㅣㅁ	k w a n ɕʰ i m
ㄱㅓㅁㅏㄴ	k ɘ m a n
ㄷㅏㅁㄷㅏㅇ	t a m d a ŋ
ㅂㅏㅇㅋㅗㄱ	p a ŋ kʰ o k̚
ㅇㅖㅅㅏㄴ	j e sʰ a n
ㄱㅗㅂㅏㅇㅑㅅㅣㅂㅏㄱㅈㅟ	k o b a j a ɕʰ i b a k̚ t͡ɕ ɥ i
ㅇㅢㅅㅏㅇ	ɰ i sʰ a ŋ
ㅅㅏㄴㅌㅗㄷㅗㅁㅣㅇㄱㅗ	sʰ a n tʰ o d o m i ŋ ɡ o
ㅂㅣㄹㅗㅅㄷㅚㄷㅏ	p i ɾ o t̚ t w e d a
ㄴㅏㅁㅊㅣㄴ	n a m t͡ɕʰ i n
ㅁㅓㄹㅇㅓㅈㅣㄷㅏ	m ɘ ɾ ʌ d͡ʑ i d a
ㅇㅣㄴㅌㅓㄴㅔㅅ	i n tʰ ʌ n e t̚
ㅇㅝㄹㄱㅕㅇ	w ʌ ɭ ɡ j ʌ ŋ
ㄷㅡㅇㅂㅜㄹ	t ɯ ŋ p u ɭ
ㄱㅕㅇㅁㅕㄹㅈㅓㄱ	k j ʌ ŋ m j ʌ ʎ t͡ɕ ʌ k̚
ㅇㅘㄴㅈㅓㄴ	w a ɲ d͡ʑ ʌ n
ㅏ	a
ㄱㅏㅁㅌㅏㄴ	k a m tʰ a n
ㅅㅓㄴㅅㅏㅇ	sʰ ʌ n sʰ a ŋ
ㄷㅏㄹㄹㅕㄱ	t a ʎ ʎ j ʌ k̚
ㅇㅏㅂㄹㅗㄱㅈㅏㄱㅡㅅㅏㄴㅣ	a m n o k̚ t͡ɕ a ɡ ɯ sʰ a n i
ㅇㅣㄹㅜㅇㅓㅈㅣㄷㅏ	i ɾ u ʌ d͡ʑ i d a
ㅍㅡㄹㅣㅈㅡㅁ	pʰ ɯ ɾ i d͡ʑ ɯ m
ㅇㅣㅅㅡㄹㅂㅣ	i sʰ ɯ ɭ b i
ㅇㅏㅇㅜ	a u
ㄱㅐㅁㅣ	k ɛ m i
ㅎㅜㄴㅚ	ɸʷ u n w e
ㅂㅓㅍㅏㄹㄹㅗ	p ʌ pʰ a ɭ ɭ o
ㄲㅜㅅㄲㅜㅅㅎㅏㄷㅏ	k u t̚ k u tʰ a d a
ㅊㅓㅇ	t͡ɕʰ ʌ ŋ
ㅁㅣㄴㅈㅗㄱ	m i ɲ d͡ʑ o k̚
ㅂㅏㄷㅏㅈㅔㅂㅣ	p a d a d͡ʑ e b i
ㄱㅜㄴㅈㅜ	k u ɲ d͡ʑ u
ㅎㅗㅌㅇㅣㅂㅜㄹ	ɸʷ o n n i b u ɭ
ㄴㅑㅇ	ɲ j a ŋ
ㄱㅣㄹㅈㅏㅂㅇㅣ	k i ʎ d͡ʑ a b i
ㅈㅣㄴㅏㄴㄷㅏㄹ	t͡ɕ i n a n d a ɭ
ㅇㅏㄲㅏㅂㄷㅏ	a k a p̚ t a
ㅇㅓㅎㅏㄱ	ɘ ɦ a k̚
ㄷㅗㄹㅗㅇㄴㅛㅇ	t o ɾ o ŋ ɲ j o ŋ
ㅇㅡㄴㄱㅡㄴㅎㅣ	ɯ n ɡ ɯ n ʝ i
ㄱㅘㄴㅈㅏㅇ	k w a ɲ d͡ʑ a ŋ
ㅅㅔㅈㅔㄹㄱㅟ	sʰ e d͡ʑ e ɭ ɡ ɥ i
ㅌㅜㅇ	tʰ u ŋ
ㄱㅐㄱㅗㄱㅣ	k ɛ ɡ o ɡ i
ㅂㅏㄴㅁㅏㄹ	p a n m a ɭ
ㅂㅣㅇㅔㄴㅌㅣㅇㅏㄴ	p i e n tʰ i a n
ㅂㅡㄹㅗㅊㅣ	p ɯ ɾ o t͡ɕʰ i
ㅊㅓㅇㅈㅣㄴ	t͡ɕʰ ʌ ŋ d͡ʑ i n
ㄱㅏㄴㅅㅣㄱ	k a n ɕʰ i k̚
ㅁㅗㅇㄱㅗ	m o ŋ ɡ o
ㄱㅗㅌㅗㅇ	k o tʰ o ŋ
ㅁㅓㄹㅣㅁㅜㄹㅂㅣㄴㅜ	m ʌ ɾ i m u ɭ b i n u
ㅂㅏㅇㅇㅏㄴ	p a ŋ a n
ㅈㅜㅇㅇㅛ	t͡ɕ u ŋ j o
ㅇㅏㅍㅣㅇㅏ	a pʰ i a
ㄷㅐㅁㅗ	t ɛ m o
ㅌㅣㅇㅗㅍㅔㄴ	tʰ i o pʰ e n
ㅇㅓㅁㅅㅡㅂ	ʌ m sʰ ɯ p̚
ㅍㅏㅅㅡㅌㅔㄹ	pʰ a sʰ ɯ tʰ e ɭ
ㅈㅓㄴㅎㅘㄴㅎㅏㄷㅏ	t͡ɕ ɘ n β w a n ɦ a d a
ㅇㅞㅌㄴㅏㅁ	w e n n a m
ㅇㅕㅅㅏㅊㅣㄴ	j ʌ sʰ a t͡ɕʰ i n
ㅁㅣㅌㅓ	m i tʰ ʌ
ㄱㅜㅇㄱㅡㅁㅎㅏㄷㅏ	k u ŋ ɡ ɯ m ɦ a d a
ㄱㅏㄴㅁㅜㄹ	k a n m u ɭ
ㅈㅣㄴㅂㅜㅎㅏㄷㅏ	t͡ɕ i n b u ɦ a d a
ㅇㅣㄺㄷㅏ	i k̚ t a
ㄴㅏㄹㅏ	n a ɾ a
ㄱㅕㅇㅈㅔㄱㅘㅎㅏㄱ	k j ʌ ŋ d͡ʑ e ɡ w a ɦ a k̚
ㄴㅏㄹㅉㅏ	n a ʎ t͡ɕ a
ㅊㅗㅅㅏㅇ	t͡ɕʰ o sʰ a ŋ
ㄷㅏㄹㅅㅓㅇ	t a ɭ s ʌ ŋ
ㄹㅛㄹㅣ	ɾ j o ɾ i
ㅋㅏㅌㅡㅁㅏㄴㄷㅜ	kʰ a tʰ ɯ m a n d u
ㄷㅗㅇㄱㅡㄹㄷㅏ	t o ŋ ɡ ɯ ɭ d a
ㅂㅣㄱㅛㄱㅡㅂ	p i ɡ j o ɡ ɯ p̚
ㅅㅗㄱㅗㄱㅣ	sʰ o ɡ o ɡ i
ㅈㅓㄱㅈㅓㄹㅎㅏㄷㅏ	t͡ɕ ʌ k̚ t͡ɕ ʌ ɾ ɦ a d a
ㄱㅟㄸㅜㄹㄱㅟ	k ɥ i t u ɭ ɡ ɥ i
ㅋㅜㄴㅑㅇ	kʰ u ɲ j a ŋ
ㄱㅓㄴㄷㅓㄱㅣ	k ʌ n d ʌ ɡ i
ㅁㅣㄹㅡㄱ	m i ɾ ɯ k̚
ㅂㅜㅎㅗ	p u β o
ㅇㅑㅌㅈㅏㅂㄷㅏ	j a t̚ t͡ɕ a p̚ t a
ㅅㅡㅅㅣ	sʰ ɯ ɕʰ i
ㄱㅖㄶ	k j e n
ㅎㅡㅁㄱㅕㄹ	x ɯ m ɡ j ʌ ɭ
ㅈㅣㄴㄱㅗㅇ	t͡ɕ i n ɡ o ŋ
ㄱㅣㄸㅗㅇㅊㅏㄷㅏ	k i t o ŋ t͡ɕʰ a d a
ㅍㅗㅁㅜㄹㅅㅓㄴ	pʰ o m u ɭ s ʌ n
ㅉㅏㄹㅣ	t͡ɕ a ɾ i
ㄹㅣㅁㅣㄱㅅㅡ	ɾ i m i k s ɯ
ㅅㅣㅈㅏㅇㅎㅏㄷㅏ	ɕʰ i d͡ʑ a ŋ ɦ a d a
ㅍㅕㅇㅇㅗㄴ	pʰ j ʌ ŋ o n
ㅇㅓㅅ	ʌ t̚
ㄷㅏㄴㅈㅣ	t a ɲ d͡ʑ i
ㅇㅑㅎㅏㄴ	j a ɦ a n
ㄷㅏㅅㅡ	t a sʰ ɯ
ㄴㅡㄲㅕㅈㅣㄷㅏ	n ɯ k j ʌ d͡ʑ i d a
ㅇㅏㄴㅌㅔㄴㅏ	a n tʰ e n a
ㅇㅖㅅㅏㅇㅎㅏㄷㅏ	j e sʰ a ŋ ɦ a d a
ㅎㅐㅅㅏㅁ	h ɛ sʰ a m
ㅍㅗㄷㅗㅈㅜ	pʰ o d o d͡ʑ u
ㄱㅘㄴㅈㅓㄹㅇㅕㅁ	k w a ɲ d͡ʑ ʌ ɾ j ʌ m
ㅈㅓㄱㅗㄹㅣ	t͡ɕ ʌ ɡ o ɾ i
ㅅㅣㅈㅓㅁ	ɕʰ i d͡ʑ ʌ m
ㅇㅣㅁㅣ	i m i
ㄷㅗㄴㄲㅏㅅㅡ	t o n k a sʰ ɯ
ㅁㅏㄴㄷㅡㄹㅇㅓㅈㅣㄷㅏ	m a n d ɯ ɾ ʌ d͡ʑ i d a
ㅇㅝㄹ	w ʌ ɭ
ㅎㅓㅅㅜ	h ʌ sʰ u
ㅅㅗㄴㅌㅗㅂㄲㅏㄲㅇㅣ	sʰ o n tʰ o p̚ k a k i
ㅇㅝㄴㅁㅏㅇ	w ʌ n m a ŋ
ㄱㅗㅇㅉㅏ	k o ŋ t͡ɕ a
ㅅㅓㅈㅓㅁ	sʰ ʌ d͡ʑ ʌ m
ㅁㅜㄹㅡㅅ	m u ɾ ɯ t̚
ㅈㅏㄱㅂㅕㄹ	t͡ɕ a k̚ p j ʌ ɭ
ㅂㅏㄺㄷㅏ	p a k̚ t a
ㅅㅏㅇㅣㄴ	sʰ a i n
ㄱㅏㅁㄹㅏㅁ	k a m n a m
ㅇㅏㅍㅅㅓ	a p s ʌ
ㅅㅔㅁㅣㄴㅏ	sʰ e m i n a
ㅁㅗㄹㅜ	m o ɾ u
ㄱㅏㄴㄱㅠㄴ	k a n ɡ j u n
ㅁㅣㄴㅁㅏㅇ	m i n m a ŋ
ㅁㅗㄱㅏㄷㅣㅅㅠ	m o ɡ a d i ɕʰ u
ㅈㅓㄴㅎㅘㄱㅣ	t͡ɕ ɘ n β w a ɡ i
ㅅㅜㅅㅜㄲㅔㄲㅣ	sʰ u sʰ u k e k i
ㅇㅏㅅㅡㅍㅏㄹㅏㄱㅓㅅㅡ	a sʰ ɯ pʰ a ɾ a ɡ ʌ sʰ ɯ
ㅅㅣㅇㅔㄹㅏㄹㅣㅇㅗㄴ	ɕ i e ɾ a ɾ i o n
ㄱㅓㄱㅈㅓㅇㄷㅚㄷㅏ	k ʌ k̚ t͡ɕ ʌ ŋ d w e d a
ㄱㅘㅇㅈㅜ	k w a ŋ d͡ʑ u
ㅅㅣㅂㅇㅣㅈㅣㅈㅏㅇ	ɕʰ i b i d͡ʑ i d͡ʑ a ŋ
ㅇㅏㅋㅡㄹㅣㄷㅣㄴ	a k x ɯ ɾ i d i n
ㅇㅣㄴㄱㅕㄱ	i n k j ʌ k̚
ㅂㅜㅈㅏㅅㅈㅣㅂ	p u d͡ʑ a t̚ t͡ɕ i p̚
ㅂㅏㅂㅂㅓㄹㅇㅣ	p a p̚ p ʌ ɾ i
ㅅㅗㄹㅈㅣㄱㅎㅏㄷㅏ	sʰ o ʎ d͡ʑ i kʰ a d a
ㅅㅗㄱㅅㅓㅇㅇㅡㅁㅅㅣㄱ	sʰ o k s ʌ ŋ ɯ m ɕʰ i k̚
ㄴㅏㅅㅓㄴ	n a sʰ ʌ n
ㄱㅘㄴㅎㅏㄹ	k w a n ɦ a ɭ
ㅅㅓㄹㅍㅗㄴㅣㄹㄱㅣ	sʰ ʌ ɭ pʰ o n i ɭ ɡ i
ㅊㅞㅈㅏㅇㅇㅏㅁ	t͡ɕʰ w e d͡ʑ a ŋ a m
ㅈㅜㅈㅓㅇㄲㅜㄴ	t͡ɕ u d͡ʑ ʌ ŋ k u n
ㅇㅓㅇ	ʌ ŋ
ㄱㅕㄴㄷㅣㄷㅏ	k j ʌ n d i d a
ㅇㅏㄹㅏㅎㅏㄴ	a ɾ a ɦ a n
ㅇㅗㅁㅜㄹ	o m u ɭ
ㅂㅜㄹㄷㅏㄺ	p u ɭ d a k̚
ㅈㅓㅁㄹㅕㅇ	t͡ɕ ʌ m ɲ j ʌ ŋ
ㄷㅡㅇㅍㅣ	t ɯ ŋ pʰ i
ㅌㅏㄹㅇㅢㅅㅣㄹ	tʰ a ɾ ɰ i ɕʰ i ɭ
ㄴㅕㅋ	ɲ j ʌ k̚
ㅅㅗㄱㄷㅏ	sʰ o k̚ t a
ㅇㅗㄴ	o n
ㄲㅓㄱㅈㅣ	k ʌ k̚ t͡ɕ i
ㅍㅏㅅㅏㄴㅎㅏㄷㅏ	pʰ a sʰ a n ɦ a d a
ㅅㅏㅂㅇㅣㅂㄱㅗㄱ	sʰ a b i p̚ k o k̚
ㄷㅗ	t o
ㅁㅐㅇㅣㄹ	m ɛ i ɭ
ㅂㅜㅌㄷㅏ	p u t̚ t a
ㅁㅗㅌㅔㄹ	m o tʰ e ɭ
ㄷㅏㅇㅈㅣㄹ	t a ŋ d͡ʑ i ɭ
ㄱㅡㄹㅓㄴ	k ɯ ɾ ʌ n
ㅎㅓㄴㅏㄴ	h ʌ n a n
ㄱㅗㄹㅣㅂㅈㅣ	k o ɾ i p̚ t͡ɕ i
ㄴㅗㅌㅡㅂㅜㄱ	n o tʰ ɯ b u k̚
ㅇㅣㅁㅏ	i m a
ㅅㅏㅇㅊㅜ	sʰ a ŋ t͡ɕʰ u
ㅈㅓㅈㄷㅏ	t͡ɕ ʌ t̚ t a
ㄱㅓㅁㅊㅏㄹㅊㅓㅇ	k ɘ m t͡ɕʰ a ʎ t͡ɕʰ ʌ ŋ
ㅇㅢㅁㅣㄹㅗㄴ	ɰ i m i ɾ o n
ㄹㅕㄹㄷㅗ	ɾ j ʌ ɭ t o
ㅁㅕㄱ	m j ʌ k̚
ㅈㅓㅇㅌㅗㅇ	t͡ɕ ʌ ŋ tʰ o ŋ
ㄴㅜㄴㅏ	n u n a
ㅈㅗㄹㅡㄷㅏ	t͡ɕ o ɾ ɯ d a
ㄷㅐㅎㅘㅂㅏㅇ	t ɛ β w a b a ŋ
ㄹㅔㅈㅡㅂㅣㅇㅓㄴ	ɾ e d͡ʑ ɯ b i ʌ n
ㄱㅛㄷㅗㅅㅗ	k j o d o sʰ o
ㅇㅜㄹㅣㄷㅡㄹ	u ɾ i d ɯ ɭ
ㅋㅏㄹㄹㅣㄴㅣㄴㄱㅡㄹㅏㄷㅡ	kʰ a ʎ ʎ i n i n ɡ ɯ ɾ a d ɯ
ㅇㅘㄴㅈㅓㄴㅎㅏㄷㅏ	w a ɲ d͡ʑ ʌ n ɦ a d a
ㅊㅏㄷㅏ	t͡ɕʰ a d a
ㅈㅗㄹㅣㅂㅎㅏㄷㅏ	t͡ɕ o ɾ i pʰ a d a
ㅂㅗㄱㄱㅓㄴㅅㅓㅇ	p o k̚ k ʌ n sʰ ʌ ŋ
ㅇㅏㅍㅕㄴ	a pʰ j ʌ n
ㄱㅜㄹㄹㅣㄷㅏ	k u ʎ ʎ i d a
ㅊㅚㄱㅗ	t͡ɕʰ w e ɡ o
ㅈㅣㅂㅗㄱㅈㅣㄱㄱㅘㄴ	t͡ɕ i b o k̚ t͡ɕ i k̚ k w a n
ㅂㅏㅇㅍㅡㄹ	p a ŋ pʰ ɯ ɭ
ㅇㅣㅅㅗㅅㅣㅇㅏㄴㅣㄷㅡ	i sʰ o ɕʰ i a n i d ɯ
ㅇㅏㄹㅋㅔㄴ	a ɭ kʰ e n
ㄱㅗㅂㅏㄹ	k o b a ɭ
ㅅㅟㄷㅏ	ʃʰ ɥ i d a
ㄴㅓㅁㅇㅓㅅㅓㄷㅏ	n ʌ m ʌ sʰ ʌ d a
ㅈㅗㅂㅏㄴ	t͡ɕ o b a n
ㄷㅜㅇㄱㅏㄴㅇㅓ	t u ŋ ɡ a n ʌ
ㅇㅣㄹㅂㅗㄴㅈㅜ	i ɭ b o ɲ d͡ʑ u
ㅌㅗㄹㅗㄴㅎㅏㄷㅏ	tʰ o ɾ o n ɦ a d a
ㅅㅜㅎㅘㄱ	sʰ u β w a k̚
ㄷㅐㅌㅚ	t ɛ tʰ w e
ㅎㅗㅂㅏㄱㅅㅏㄴ	ɸʷ o b a k s a n
ㅂㅜㄴㅁㅛ	p u n m j o
ㅅㅔㅅㅜㅎㅏㄷㅏ	sʰ e sʰ u ɦ a d a
ㅆㅡㄹㅔㄱㅣㅌㅗㅇ	s ɯ ɾ e ɡ i tʰ o ŋ
ㅅㅣㅇㅟ	ɕʰ i ɥ i
ㅈㅗㅈㅗㅇㅅㅏ	t͡ɕ o d͡ʑ o ŋ sʰ a
ㅇㅏㅁㅣㄴ	a m i n
ㄷㅏㄹㅡㅇㅔㅅㅡㅅㅏㄹㄹㅏㅁ	t a ɾ ɯ e sʰ ɯ sʰ a ɭ ɭ a m
ㄷㅡㄹㅏㅇㅣㄱㅣ	t ɯ ɾ a i ɡ i
ㅁㅏㅇㅡㅁㅆㅣ	m a ɯ m ɕ i
ㄱㅓㄹㄹㅣㄷㅏ	k ʌ ʎ ʎ i d a
ㄷㅣㄱㅡㄷ	t i ɡ ɯ t̚
ㅈㅜㅈㅏㅇㅎㅏㄷㅏ	t͡ɕ u d͡ʑ a ŋ ɦ a d a
ㅈㅣㅇㅜㄷㅏ	t͡ɕ i u d a
ㄴㅗㅇㅎㅜㅎㅏㄷㅏ	n o ŋ β u ɦ a d a
ㅍㅏㅊㅣㄴㅋㅗ	pʰ a t͡ɕʰ i n kʰ o
ㅂㅏㄹㅇㅕㄹ	p a ɾ j ʌ ɭ
ㅁㅣㅂㅜㄴㅁㅗㄳ	m i b u n m o k̚
ㄷㅙㅈㅣㄱㅗㄱㅣ	t w ɛ d͡ʑ i ɡ o ɡ i
ㄷㅏㄴㅁㅜㅈㅣ	t a n m u d͡ʑ i
ㅅㅓㄹㅊㅣㄹㅠ	sʰ ʌ ʎ t͡ɕʰ i ɾ j u
ㅁㅏㄴㅍㅗ	m a n pʰ o
ㅊㅚㅅㅓㄴ	t͡ɕʰ w e sʰ ʌ n
ㅂㅏㄹㅂㅏㄹㅣ	p a ɭ b a ɾ i
ㅊㅏㅇㄱㅗ	t͡ɕʰ a ŋ k o
ㄷㅗㅇㅜㅁㅣ	t o u m i
ㅈㅏㅂㅈㅗㅇㄱㅕㄴ	t͡ɕ a p̚ t͡ɕ o ŋ ɡ j ʌ n
ㄷㅏㅇㄴㅏㄱㅟ	t a ŋ n a ɡ ɥ i
ㅎㅓㅅㅋㅗㄱㅗㄹㄷㅏ	h ʌ t̚ kʰ o ɡ o ɭ d a
ㅂㅜㄲㅡㄹㅣㄷㅏ	p u k ɯ ɾ i d a
ㄱㅣㅇㅓㄱㄴㅏㄷㅏ	k i ʌ ŋ n a d a
ㅊㅚㅈㅗㅇ	t͡ɕʰ w e d͡ʑ o ŋ
ㅈㅗㅇㅇㅏㄹㅣㅃㅕ	t͡ɕ o ŋ a ɾ i p j ʌ
ㅇㅡㅁㄱㅕㅇ	ɯ m ɡ j ʌ ŋ
ㅈㅏㅇㄴㅏㄴㄲㅜㄹㅓㄱㅣ	t͡ɕ a ŋ n a n k u ɾ ʌ ɡ i
ㅆㅜㄱㄱㅏㅅ	s u k̚ k a t̚
ㄷㅡㅇㅈㅏ	t ɯ ŋ d͡ʑ a
ㅈㅓㅅ	t͡ɕ ʌ t̚
ㅇㅕㄹㅇㅏㅎㅗㅂ	j ʌ ɾ a β o p̚
ㅈㅏㅇㅠㅈㅜㅇㅢ	t͡ɕ a j u d͡ʑ u ɰ i
ㅋㅡㄹㅔㅇㅣㄴ	k x ɯ ɾ e i n
ㄱㅘㄴㅂㅏㅇㅎㅏㄱ	k w a n b a ŋ ɦ a k̚
ㅇㅓㄴㄸㅡㅅ	ʌ n t ɯ t̚
ㄹㅣㄷㅜ	ɾ i d u
ㅇㅢㅈㅏ	ɰ i d͡ʑ a
ㅇㅚㅁㅕㄴ	w e m j ʌ n
ㅂㅜㄱㅟ	p u ɡ ɥ i
ㅍㅣㄹㅅㅜㄴ	pʰ i ɭ sʰ u n
ㅅㅓㅇㄱㅔ	sʰ ɘ ŋ ɡ e
ㄱㅓㄷㄱㅣ	k ɘ t̚ k i
ㄴㅠ	ɲ j u
ㄷㅓㅅ	t ʌ t̚
ㄹㅣㄷㅓ	ɾ i d ʌ
ㅂㅗㄱㅇㅕㅂㄱㅣ	p o ɡ j ʌ p̚ k i
ㅇㅔㄹㄴㅣㄴㅗ	e ʎ ʎ i n o
ㅇㅓㄹㅇㅡㅁㅂㅗㅅㅜㅇㅇㅣ	ʌ ɾ ɯ m b o sʰ u ŋ i
ㄷㅗㅊㅔ	t o t͡ɕʰ e
ㅇㅠㄴㅣㅍㅗㅁ	j u n i pʰ o m
ㄱㅏㄹㅕㄴㅎㅣ	k a ɾ j ʌ n ʝ i
ㅅㅗㄹㅣㅊㅣㄷㅏ	sʰ o ɾ i t͡ɕʰ i d a
ㄹㅣㅇㅓㅋㅏ	ɾ i ʌ kʰ a
ㅃㅗㅃㅗㅎㅏㄷㅏ	p o p o ɦ a d a
ㅇㅗㅅㅡㅌㅡㄹㅔㅇㅣㄹㄹㅣㅇㅏ	o sʰ ɯ tʰ ɯ ɾ e i ʎ ʎ i a
ㅈㅡㅇㅇㅓㄴ	t͡ɕ ɯ ŋ ʌ n
ㅊㅗㅇㅁㅕㅇㅎㅏㄷㅏ	t͡ɕʰ o ŋ m j ʌ ŋ ɦ a d a
ㅅㅣㅈㅣㅂ	ɕʰ i d͡ʑ i p̚
ㄱㅏㄹㄹㅠㅁ	k a ʎ ʎ j u m
ㅇㅠㄹㅣㅅㅈㅗㄱㅏㄱ	j u ɾ i t̚ t͡ɕ o ɡ a k̚
ㅎㅏㅇㅁㅜㄴ	h a ŋ m u n
ㅂㅜㄴㄴㅗ	p u n n o
ㅁㅡㄹ	m ɯ ɭ
ㅁㅣㅇㅕㄱㄱㅜㄱ	m i j ʌ k̚ k u k̚
ㅂㅣㄹㄷㅣㅇ	p i ɭ d i ŋ
ㄷㅗㅅㅓㄱㅘㄴ	t o sʰ ʌ ɡ w a n
ㅇㅏㄴㄴㅏㅁ	a n n a m
ㅅㅏㅅㅗㅎㅏㄷㅏ	sʰ a sʰ o ɦ a d a
ㄱㅏ	k a
ㅍㅠㄹㅣㄴ	pʰ j u ɾ i n
ㄸㅏㅇㅋㅗㅇ	t a ŋ kʰ o ŋ
ㄸㅓㄼㄷㅏ	t ɘ ɭ t a
ㅍㅣㅇㅔㄹㅗ	pʰ i e ɾ o
ㅊㅣㄴㅇㅜ	t͡ɕʰ i n u
ㅎㅡㄱㄹㅗ	x ɯ ŋ n o
ㅈㅓㄴㄹㅏㅂㅜㄱㄷㅗ	t͡ɕ ʌ ɭ ɭ a b u k̚ t o
ㅌㅜㅅㅏㅈㅣ	tʰ u sʰ a d͡ʑ i
ㅋㅗㅁㅁㅏ	kʰ o m m a
ㅂㅜㄹㅁㅏㄴ	p u ɭ m a n
ㄱㅏㅁㅜㄹㄱㅏㅁㅜㄹ	k a m u ɭ ɡ a m u ɭ
ㅅㅣㄱㅍㅜㅁㅂㅗㅈㅗㄴㄹㅛ	ɕʰ i k̚ pʰ u m b o d͡ʑ o ʎ ʎ j o
ㅁㅗㄳㅁㅗㄳㅇㅣ	m o ŋ m o k ɕ i
ㅇㅔㄹㄹㅣㅂㅔㅇㅣㅌㅓ	e ʎ ʎ i b e i tʰ ʌ
ㅇㅏㅈㅓㅆㅣ	a d͡ʑ ʌ ɕ i
ㅇㅏㄹㅣ	a ɾ i
ㄱㅕㄷㅡㄹㅏㅇㅇㅣ	k j ʌ d ɯ ɾ a ŋ i
ㅇㅏㄴㅏㄱ	a n a k̚
ㅁㅣ	m i
ㅇㅓㅆ	ʌ t̚
ㅈㅔㄷㅗㅇㄱㅣ	t͡ɕ e d o ŋ ɡ i
ㅇㅡㅁㅅㅣㄱ	ɯ m ɕʰ i k̚
ㄱㅐㅈㅏㅇㄱㅜㄱ	k ɛ d͡ʑ a ŋ k u k̚
ㅍㅗㄱㄱㅕㄱㄱㅣ	pʰ o k̚ k j ʌ k̚ k i
ㅅㅓㄴㄱㅓ	sʰ ɘ n ɡ ʌ
ㅈㅣㅇㅟ	t͡ɕ i ɥ i
ㄱㅑㅇㅜㅅ	k j a u t̚
ㅅㅏㅁㅇㅣㄴㅊㅣㅇ	sʰ a m i ɲ t͡ɕʰ i ŋ
ㄷㅟㅇㄱㅜㄹㄷㅏ	t ɥ i ŋ ɡ u ɭ d a
ㅇㅕㄹㄷㅏㅅㅓㅅ	j ʌ ɭ t a sʰ ʌ t̚
ㅇㅓㄹㄹㅜㄱㄷㅗㅇㅅㅏㄹㅣ	ʌ ɭ ɭ u k̚ t o ŋ sʰ a ɾ i
ㄷㅚㄱㅔ	t w e ɡ e
ㄱㅕㅇㅅㅓㅇ	k j ʌ ŋ sʰ ʌ ŋ
ㄷㅡㄹㅍㅏㄴ	t ɯ ɭ pʰ a n
ㄱㅡㄹㅣㅂㄷㅏ	k ɯ ɾ i p̚ t a
ㅂㅣㄴㅜ	p i n u
ㄷㅐㅂㅏㄱ	t ɛ b a k̚
ㅇㅓㄴㄹㅗㄴㄱㅏ	ʌ ɭ ɭ o n ɡ a
ㄱㅡㄹㅣㅅㅡ	k ɯ ɾ i sʰ ɯ
ㅉㅣㄱㅅㅗㄹㅣ	t͡ɕ i k s o ɾ i
ㅎㅓㄱㅏ	h ʌ ɡ a
ㅅㅏㅇㅎㅕㅇ	sʰ a ŋ ʝ j ʌ ŋ
ㄱㅏㅇㅡㄹ	k a ɯ ɭ
ㅍㅏㅅㅏㄴ	pʰ a sʰ a n
ㅉㅏㄱㅈㅣㅅㄱㅣ	t͡ɕ a k̚ t͡ɕ i t̚ k i
ㄱㅛㄱㅓ	k j o ɡ ʌ
ㅇㅗㅇㅣ	o i
ㅅㅓㅇㅇㅢ	sʰ ʌ ŋ ɰ i
ㅇㅏㅇㅜㄹㄹㅓ	a u ɭ ɭ ʌ
ㅁㅏㄴㅈㅗㄱ	m a ɲ d͡ʑ o k̚
ㄴㅏㄹㅡㄷㅏ	n a ɾ ɯ d a
ㄱㅛㅈㅏㅇ	k j o d͡ʑ a ŋ
ㄴㅏㅌㅏㄴㅏㄷㅏ	n a tʰ a n a d a
ㅈㅗㅅㅓㅇ	t͡ɕ o sʰ ʌ ŋ
ㄴㅓㄱㅜㄹㅣ	n ʌ ɡ u ɾ i
ㄹㅣㅌㅜㅇㅏㄴㅣㅇㅏㅇㅓ	ɾ i tʰ u a n i a ʌ
ㅜ	u
ㅇㅗㅅㅈㅏㅇ	o t̚ t͡ɕ a ŋ
ㅈㅔㅁㅜㄹ	t͡ɕ e m u ɭ
ㅅㅗㅎㅘㄴ	sʰ o β w a n
ㅂㅔㄴㅣㄴ	p e n i n
ㅇㅏㅇㅣㅋㅗㄴ	a i kʰ o n
ㅇㅓㄴㄹㅗㄴㅎㅏㄱㅈㅏ	ʌ ɭ ɭ o n ɦ a k̚ t͡ɕ a
ㅁㅕㄴㅎㅏㄷㅏ	m j ɘ n ɦ a d a
ㅈㅣㅂㅜㄹ	t͡ɕ i b u ɭ
ㅈㅏㄱㅏㅅㅏㄹㅣ	t͡ɕ a ɡ a sʰ a ɾ i
